UNIX TIME;TIME;LAT;LONG;ALT;DIST;HR;CAD;TEMP;POWER,,,,
1455987881;2016-02-20T17:04:41Z;45,409463;10,95291;109,0;5,441857;0;0;No Data;No Data
1455987885;2016-02-20T17:04:45Z;45,4095;10,953035;107,0;5,45246;0;0;No Data;No Data
1455987890;2016-02-20T17:04:50Z;45,40954;10,953138;106,0;5,461683;0;0;No Data;No Data
1455987895;2016-02-20T17:04:55Z;45,40958;10,953231;107,0;5,470252;0;0;No Data;No Data
1455987901;2016-02-20T17:05:01Z;45,40964;10,95334;109,0;5,481078;0;0;No Data;No Data
1455987905;2016-02-20T17:05:05Z;45,409686;10,953445;108,0;5,490791;0;0;No Data;No Data
1455987909;2016-02-20T17:05:09Z;45,409745;10,953546;112,0;5,5011;0;0;No Data;No Data
1455987913;2016-02-20T17:05:13Z;45,409825;10,953616;110,0;5,51158;0;0;No Data;No Data
1455987917;2016-02-20T17:05:17Z;45,409905;10,953685;110,0;5,521991;0;0;No Data;No Data
1455987920;2016-02-20T17:05:20Z;45,40996;10,953755;107,0;5,530202;0;0;No Data;No Data
1455987923;2016-02-20T17:05:23Z;45,410015;10,953826;107,0;5,538501;0;0;No Data;No Data
1455987926;2016-02-20T17:05:26Z;45,41006;10,95391;107,0;5,546759;0;0;No Data;No Data
1455987929;2016-02-20T17:05:29Z;45,410115;10,95399;110,0;5,55551;0;0;No Data;No Data
1455987932;2016-02-20T17:05:32Z;45,410165;10,95406;110,0;5,563315;0;0;No Data;No Data
1455987935;2016-02-20T17:05:35Z;45,410215;10,954143;111,0;5,571883;0;0;No Data;No Data
1455987938;2016-02-20T17:05:38Z;45,41027;10,954241;111,0;5,58173;0;0;No Data;No Data
1455987941;2016-02-20T17:05:41Z;45,41032;10,95433;111,0;5,590639;0;0;No Data;No Data
1455987944;2016-02-20T17:05:44Z;45,410376;10,954396;111,0;5,598821;0;0;No Data;No Data
1455987947;2016-02-20T17:05:47Z;45,410425;10,95448;111,0;5,607356;0;0;No Data;No Data
1455987950;2016-02-20T17:05:50Z;45,410485;10,95454;113,0;5,615517;0;0;No Data;No Data
1455987953;2016-02-20T17:05:53Z;45,41054;10,95461;115,0;5,623728;0;0;No Data;No Data
1455987956;2016-02-20T17:05:56Z;45,41059;10,95469;113,0;5,632099;0;0;No Data;No Data
1455987959;2016-02-20T17:05:59Z;45,41065;10,95476;114,0;5,640733;0;0;No Data;No Data
1455987963;2016-02-20T17:06:03Z;45,410715;10,954861;112,0;5,65148;0;0;No Data;No Data
1455987966;2016-02-20T17:06:06Z;45,410766;10,954945;111,0;5,660208;0;0;No Data;No Data
1455987969;2016-02-20T17:06:09Z;45,410835;10,955025;112,0;5,670113;0;0;No Data;No Data
1455987972;2016-02-20T17:06:12Z;45,410891;10,95512;112,0;5,679856;0;0;No Data;No Data
1455987975;2016-02-20T17:06:15Z;45,410951;10,955196;110,0;5,688884;0;0;No Data;No Data
1455987978;2016-02-20T17:06:18Z;45,411005;10,95527;109,0;5,697226;0;0;No Data;No Data
1455987981;2016-02-20T17:06:21Z;45,411053;10,95535;109,0;5,705475;0;0;No Data;No Data
1455987985;2016-02-20T17:06:25Z;45,411131;10,955405;110,0;5,71523;0;0;No Data;No Data
1455987989;2016-02-20T17:06:29Z;45,411205;10,95534;111,0;5,724908;0;0;No Data;No Data
1455987993;2016-02-20T17:06:33Z;45,411275;10,955265;112,0;5,73466;0;0;No Data;No Data
1455987997;2016-02-20T17:06:37Z;45,41135;10,95521;110,0;5,744051;0;0;No Data;No Data
1455988001;2016-02-20T17:06:41Z;45,41142;10,95512;110,0;5,754549;0;0;No Data;No Data
1455988004;2016-02-20T17:06:44Z;45,411475;10,955051;111,0;5,762674;0;0;No Data;No Data
1455988007;2016-02-20T17:06:47Z;45,411536;10,954965;112,0;5,772281;0;0;No Data;No Data
1455988010;2016-02-20T17:06:50Z;45,411585;10,954871;113,0;5,78139;0;0;No Data;No Data
1455988016;2016-02-20T17:06:56Z;45,41164;10,954786;112,0;5,790386;0;0;No Data;No Data
1455988020;2016-02-20T17:07:00Z;45,411711;10,954701;115,0;5,800735;0;0;No Data;No Data
1455988023;2016-02-20T17:07:03Z;45,41177;10,95463;117,0;5,809334;0;0;No Data;No Data
1455988027;2016-02-20T17:07:07Z;45,41184;10,954555;116,0;5,819086;0;0;No Data;No Data
1455988031;2016-02-20T17:07:11Z;45,411916;10,954485;116,0;5,829224;0;0;No Data;No Data
1455988035;2016-02-20T17:07:15Z;45,41198;10,954425;115,0;5,837754;0;0;No Data;No Data
1455988042;2016-02-20T17:07:22Z;45,412;10,954436;113,0;5,840159;0;0;No Data;No Data
1455988049;2016-02-20T17:07:29Z;45,412025;10,954406;114,0;5,843766;0;0;No Data;No Data
1455988052;2016-02-20T17:07:32Z;45,412081;10,954335;112,0;5,852168;0;0;No Data;No Data
1455988055;2016-02-20T17:07:35Z;45,412161;10,95425;112,0;5,863339;0;0;No Data;No Data
1455988058;2016-02-20T17:07:38Z;45,41223;10,954195;113,0;5,872142;0;0;No Data;No Data
1455988062;2016-02-20T17:07:42Z;45,412305;10,95413;113,0;5,881916;0;0;No Data;No Data
1455988066;2016-02-20T17:07:46Z;45,41237;10,954045;112,0;5,89174;0;0;No Data;No Data
1455988069;2016-02-20T17:07:49Z;45,412416;10,953955;112,0;5,900485;0;0;No Data;No Data
1455988072;2016-02-20T17:07:52Z;45,412475;10,95388;112,0;5,909288;0;0;No Data;No Data
1455988075;2016-02-20T17:07:55Z;45,412535;10,9538;112,0;5,918437;0;0;No Data;No Data
1455988078;2016-02-20T17:07:58Z;45,412605;10,953725;113,0;5,928188;0;0;No Data;No Data
1455988081;2016-02-20T17:08:01Z;45,41267;10,95365;112,0;5,937501;0;0;No Data;No Data
1455988084;2016-02-20T17:08:04Z;45,41273;10,953575;111,0;5,946389;0;0;No Data;No Data
1455988087;2016-02-20T17:08:07Z;45,412796;10,953515;112,0;5,955169;0;0;No Data;No Data
1455988090;2016-02-20T17:08:10Z;45,412866;10,953455;112,0;5,964327;0;0;No Data;No Data
1455988093;2016-02-20T17:08:13Z;45,412935;10,953386;114,0;5,973683;0;0;No Data;No Data
1455988096;2016-02-20T17:08:16Z;45,413005;10,953305;112,0;5,983723;0;0;No Data;No Data
1455988099;2016-02-20T17:08:19Z;45,41306;10,953215;112,0;5,993049;0;0;No Data;No Data
1455988102;2016-02-20T17:08:22Z;45,413108;10,953116;112,0;6,00243;0;0;No Data;No Data
1455988105;2016-02-20T17:08:25Z;45,413161;10,953043;111,0;6,010674;0;0;No Data;No Data
1455988110;2016-02-20T17:08:30Z;45,413216;10,952975;112,0;6,018838;0;0;No Data;No Data
1455988116;2016-02-20T17:08:36Z;45,41328;10,95288;114,0;6,029128;0;0;No Data;No Data
1455988119;2016-02-20T17:08:39Z;45,41334;10,952816;115,0;6,037443;0;0;No Data;No Data
1455988123;2016-02-20T17:08:43Z;45,413411;10,952745;107,0;6,047161;0;0;No Data;No Data
1455988127;2016-02-20T17:08:47Z;45,413491;10,952655;106,0;6,058569;0;0;No Data;No Data
1455988130;2016-02-20T17:08:50Z;45,41357;10,95256;104,0;6,070079;0;0;No Data;No Data
1455988133;2016-02-20T17:08:53Z;45,41365;10,95247;104,0;6,081428;0;0;No Data;No Data
1455988136;2016-02-20T17:08:56Z;45,413725;10,952385;108,0;6,092098;0;0;No Data;No Data
1455988139;2016-02-20T17:08:59Z;45,413795;10,952315;109,0;6,101619;0;0;No Data;No Data
1455988142;2016-02-20T17:09:02Z;45,413846;10,952226;110,0;6,110605;0;0;No Data;No Data
1455988145;2016-02-20T17:09:05Z;45,413896;10,952136;110,0;6,119581;0;0;No Data;No Data
1455988148;2016-02-20T17:09:08Z;45,413946;10,952045;111,0;6,128658;0;0;No Data;No Data
1455988151;2016-02-20T17:09:11Z;45,414003;10,951956;111,0;6,13806;0;0;No Data;No Data
1455988154;2016-02-20T17:09:14Z;45,41407;10,951875;114,0;6,147843;0;0;No Data;No Data
1455988157;2016-02-20T17:09:17Z;45,414145;10,951785;116,0;6,15876;0;0;No Data;No Data
1455988160;2016-02-20T17:09:20Z;45,414215;10,951675;119,0;6,170363;0;0;No Data;No Data
1455988163;2016-02-20T17:09:23Z;45,41429;10,951601;119,0;6,180491;0;0;No Data;No Data
1455988166;2016-02-20T17:09:26Z;45,41436;10,951545;118,0;6,189429;0;0;No Data;No Data
1455988170;2016-02-20T17:09:30Z;45,41442;10,951465;115,0;6,198579;0;0;No Data;No Data
1455988173;2016-02-20T17:09:33Z;45,41449;10,95139;112,0;6,20833;0;0;No Data;No Data
1455988177;2016-02-20T17:09:37Z;45,414556;10,951305;113,0;6,218291;0;0;No Data;No Data
1455988180;2016-02-20T17:09:40Z;45,414611;10,951225;113,0;6,227094;0;0;No Data;No Data
1455988183;2016-02-20T17:09:43Z;45,414666;10,951131;112,0;6,236665;0;0;No Data;No Data
1455988186;2016-02-20T17:09:46Z;45,41472;10,951036;112,0;6,246178;0;0;No Data;No Data
1455988189;2016-02-20T17:09:49Z;45,41478;10,950961;111,0;6,25503;0;0;No Data;No Data
1455988192;2016-02-20T17:09:52Z;45,414835;10,950881;112,0;6,263744;0;0;No Data;No Data
1455988195;2016-02-20T17:09:55Z;45,414881;10,950785;111,0;6,272869;0;0;No Data;No Data
1455988198;2016-02-20T17:09:58Z;45,41493;10,950696;111,0;6,281667;0;0;No Data;No Data
1455988201;2016-02-20T17:10:01Z;45,41498;10,950616;111,0;6,289999;0;0;No Data;No Data
1455988204;2016-02-20T17:10:04Z;45,41503;10,95054;112,0;6,298139;0;0;No Data;No Data
1455988207;2016-02-20T17:10:07Z;45,4151;10,950466;112,0;6,307813;0;0;No Data;No Data
1455988210;2016-02-20T17:10:10Z;45,41517;10,95044;112,0;6,315866;0;0;No Data;No Data
1455988215;2016-02-20T17:10:15Z;45,415236;10,950356;114,0;6,32574;0;0;No Data;No Data
1455988219;2016-02-20T17:10:19Z;45,41529;10,950261;110,0;6,335253;0;0;No Data;No Data
1455988223;2016-02-20T17:10:23Z;45,41536;10,950183;110,0;6,345131;0;0;No Data;No Data
1455988227;2016-02-20T17:10:27Z;45,41542;10,950086;108,0;6,355196;0;0;No Data;No Data
1455988230;2016-02-20T17:10:30Z;45,41548;10,950005;107,0;6,364399;0;0;No Data;No Data
1455988233;2016-02-20T17:10:33Z;45,41555;10,949925;107,0;6,37439;0;0;No Data;No Data
1455988236;2016-02-20T17:10:36Z;45,415625;10,949841;105,0;6,384979;0;0;No Data;No Data
1455988239;2016-02-20T17:10:39Z;45,41569;10,949765;106,0;6,39434;0;0;No Data;No Data
1455988242;2016-02-20T17:10:42Z;45,415756;10,949691;107,0;6,403717;0;0;No Data;No Data
1455988245;2016-02-20T17:10:45Z;45,415835;10,94963;107,0;6,413721;0;0;No Data;No Data
1455988248;2016-02-20T17:10:48Z;45,415905;10,949566;109,0;6,422953;0;0;No Data;No Data
1455988252;2016-02-20T17:10:52Z;45,415985;10,949521;111,0;6,432509;0;0;No Data;No Data
1455988256;2016-02-20T17:10:56Z;45,416061;10,94948;112,0;6,441626;0;0;No Data;No Data
1455988261;2016-02-20T17:11:01Z;45,416145;10,94945;112,0;6,451267;0;0;No Data;No Data
1455988266;2016-02-20T17:11:06Z;45,416221;10,949425;114,0;6,460023;0;0;No Data;No Data
1455988271;2016-02-20T17:11:11Z;45,416305;10,949415;115,0;6,469407;0;0;No Data;No Data
1455988276;2016-02-20T17:11:16Z;45,41639;10,949395;114,0;6,478998;0;0;No Data;No Data
1455988281;2016-02-20T17:11:21Z;45,416471;10,949395;114,0;6,48809;0;0;No Data;No Data
1455988285;2016-02-20T17:11:25Z;45,416546;10,94943;113,0;6,496947;0;0;No Data;No Data
1455988288;2016-02-20T17:11:28Z;45,416606;10,949515;113,0;6,50642;0;0;No Data;No Data
1455988291;2016-02-20T17:11:31Z;45,416675;10,949595;111,0;6,516323;0;0;No Data;No Data
1455988294;2016-02-20T17:11:34Z;45,416753;10,949665;111,0;6,526617;0;0;No Data;No Data
1455988297;2016-02-20T17:11:37Z;45,416821;10,949745;111,0;6,536493;0;0;No Data;No Data
1455988300;2016-02-20T17:11:40Z;45,41688;10,949823;113,0;6,545472;0;0;No Data;No Data
1455988303;2016-02-20T17:11:43Z;45,416941;10,949896;113,0;6,554432;0;0;No Data;No Data
1455988306;2016-02-20T17:11:46Z;45,41701;10,94998;115,0;6,564536;0;0;No Data;No Data
1455988309;2016-02-20T17:11:49Z;45,417045;10,95008;116,0;6,573269;0;0;No Data;No Data
1455988312;2016-02-20T17:11:52Z;45,4171;10,95016;117,0;6,58202;0;0;No Data;No Data
1455988315;2016-02-20T17:11:55Z;45,417165;10,950215;115,0;6,590436;0;0;No Data;No Data
1455988318;2016-02-20T17:11:58Z;45,41725;10,950181;118,0;6,600251;0;0;No Data;No Data
1455988321;2016-02-20T17:12:01Z;45,41732;10,950145;117,0;6,608536;0;0;No Data;No Data
1455988325;2016-02-20T17:12:05Z;45,417406;10,95014;118,0;6,618192;0;0;No Data;No Data
1455988328;2016-02-20T17:12:08Z;45,41748;10,9501;118,0;6,627004;0;0;No Data;No Data
1455988332;2016-02-20T17:12:12Z;45,417576;10,95013;118,0;6,638018;0;0;No Data;No Data
1455988335;2016-02-20T17:12:15Z;45,417656;10,950195;118,0;6,648336;0;0;No Data;No Data
1455988338;2016-02-20T17:12:18Z;45,41773;10,950265;118,0;6,658225;0;0;No Data;No Data
1455988341;2016-02-20T17:12:21Z;45,417775;10,950355;118,0;6,666859;0;0;No Data;No Data
1455988344;2016-02-20T17:12:24Z;45,417825;10,950445;116,0;6,675828;0;0;No Data;No Data
1455988348;2016-02-20T17:12:28Z;45,41789;10,950523;113,0;6,685306;0;0;No Data;No Data
1455988352;2016-02-20T17:12:32Z;45,417948;10,950623;113,0;6,695487;0;0;No Data;No Data
1455988355;2016-02-20T17:12:35Z;45,41799;10,950725;113,0;6,704728;0;0;No Data;No Data
1455988358;2016-02-20T17:12:38Z;45,41805;10,950825;114,0;6,715008;0;0;No Data;No Data
1455988361;2016-02-20T17:12:41Z;45,418103;10,950915;113,0;6,724212;0;0;No Data;No Data
1455988364;2016-02-20T17:12:44Z;45,418165;10,950981;112,0;6,73286;0;0;No Data;No Data
1455988367;2016-02-20T17:12:47Z;45,41824;10,951005;116,0;6,741418;0;0;No Data;No Data
1455988370;2016-02-20T17:12:50Z;45,41831;10,950945;115,0;6,750513;0;0;No Data;No Data
1455988373;2016-02-20T17:12:53Z;45,41838;10,950881;114,0;6,759745;0;0;No Data;No Data
1455988376;2016-02-20T17:12:56Z;45,41845;10,950826;114,0;6,768619;0;0;No Data;No Data
1455988379;2016-02-20T17:12:59Z;45,418525;10,95076;116,0;6,778433;0;0;No Data;No Data
1455988382;2016-02-20T17:13:02Z;45,41859;10,950693;116,0;6,787349;0;0;No Data;No Data
1455988386;2016-02-20T17:13:06Z;45,41867;10,95068;111,0;6,796314;0;0;No Data;No Data
1455988390;2016-02-20T17:13:10Z;45,41873;10,95075;112,0;6,804947;0;0;No Data;No Data
1455988392;2016-02-20T17:13:12Z;45,41881;10,950765;113,0;6,81393;0;0;No Data;No Data
1455988394;2016-02-20T17:13:14Z;45,4189;10,950776;113,0;6,823991;0;0;No Data;No Data
1455988400;2016-02-20T17:13:20Z;45,41897;10,950875;115,0;6,834972;0;0;No Data;No Data
1455988404;2016-02-20T17:13:24Z;45,419025;10,95096;117,0;6,844005;0;0;No Data;No Data
1455988408;2016-02-20T17:13:28Z;45,419075;10,95105;118,0;6,852974;0;0;No Data;No Data
1455988412;2016-02-20T17:13:32Z;45,419126;10,951151;118,0;6,862783;0;0;No Data;No Data
1455988417;2016-02-20T17:13:37Z;45,419185;10,95122;122,0;6,87128;0;0;No Data;No Data
1455988424;2016-02-20T17:13:44Z;45,41923;10,95118;123,0;6,877185;0;0;No Data;No Data
1455988431;2016-02-20T17:13:51Z;45,419235;10,951285;124,0;6,885409;0;0;No Data;No Data
1455988434;2016-02-20T17:13:54Z;45,419285;10,951385;123,0;6,895004;0;0;No Data;No Data
1455988437;2016-02-20T17:13:57Z;45,419325;10,951485;121,0;6,903998;0;0;No Data;No Data
1455988441;2016-02-20T17:14:01Z;45,419383;10,951561;120,0;6,912834;0;0;No Data;No Data
1455988445;2016-02-20T17:14:05Z;45,41946;10,951641;121,0;6,923475;0;0;No Data;No Data
1455988449;2016-02-20T17:14:09Z;45,419545;10,951698;120,0;6,933945;0;0;No Data;No Data
1455988453;2016-02-20T17:14:13Z;45,419615;10,951785;118,0;6,944287;0;0;No Data;No Data
1455988457;2016-02-20T17:14:17Z;45,41968;10,951866;118,0;6,953935;0;0;No Data;No Data
1455988460;2016-02-20T17:14:20Z;45,41977;10,95188;118,0;6,964014;0;0;No Data;No Data
1455988463;2016-02-20T17:14:23Z;45,419855;10,951926;118,0;6,974155;0;0;No Data;No Data
1455988466;2016-02-20T17:14:26Z;45,41993;10,95201;117,0;6,984776;0;0;No Data;No Data
1455988469;2016-02-20T17:14:29Z;45,42;10,95208;119,0;6,994297;0;0;No Data;No Data
1455988472;2016-02-20T17:14:32Z;45,42007;10,95215;122,0;7,003818;0;0;No Data;No Data
1455988475;2016-02-20T17:14:35Z;45,420141;10,952205;122,0;7,01288;0;0;No Data;No Data
1455988478;2016-02-20T17:14:38Z;45,4202;10,952285;122,0;7,021948;0;0;No Data;No Data
1455988481;2016-02-20T17:14:41Z;45,42024;10,952386;125,0;7,031055;0;0;No Data;No Data
1455988484;2016-02-20T17:14:44Z;45,42029;10,952485;126,0;7,040586;0;0;No Data;No Data
1455988487;2016-02-20T17:14:47Z;45,42034;10,952585;125,0;7,05018;0;0;No Data;No Data
1455988490;2016-02-20T17:14:50Z;45,420395;10,952675;123,0;7,059505;0;0;No Data;No Data
1455988493;2016-02-20T17:14:53Z;45,420453;10,952735;121,0;7,067515;0;0;No Data;No Data
1455988497;2016-02-20T17:14:57Z;45,420545;10,952781;122,0;7,078387;0;0;No Data;No Data
1455988500;2016-02-20T17:15:00Z;45,420596;10,952871;122,0;7,087513;0;0;No Data;No Data
1455988503;2016-02-20T17:15:03Z;45,420641;10,95296;123,0;7,096127;0;0;No Data;No Data
1455988506;2016-02-20T17:15:06Z;45,420696;10,95305;123,0;7,1055;0;0;No Data;No Data
1455988510;2016-02-20T17:15:10Z;45,42078;10,95307;120,0;7,114981;0;0;No Data;No Data
1455988514;2016-02-20T17:15:14Z;45,42084;10,952995;121,0;7,123867;0;0;No Data;No Data
1455988517;2016-02-20T17:15:17Z;45,4209;10,952915;121,0;7,133016;0;0;No Data;No Data
1455988520;2016-02-20T17:15:20Z;45,42096;10,952845;119,0;7,141649;0;0;No Data;No Data
1455988523;2016-02-20T17:15:23Z;45,421021;10,95279;120,0;7,149748;0;0;No Data;No Data
1455988527;2016-02-20T17:15:27Z;45,4211;10,95273;121,0;7,159714;0;0;No Data;No Data
1455988531;2016-02-20T17:15:31Z;45,42117;10,952665;120,0;7,169016;0;0;No Data;No Data
1455988534;2016-02-20T17:15:34Z;45,421241;10,952626;120,0;7,177538;0;0;No Data;No Data
1455988537;2016-02-20T17:15:37Z;45,421325;10,95257;120,0;7,187863;0;0;No Data;No Data
1455988540;2016-02-20T17:15:40Z;45,4214;10,952525;119,0;7,196923;0;0;No Data;No Data
1455988543;2016-02-20T17:15:43Z;45,421475;10,95252;118,0;7,205282;0;0;No Data;No Data
1455988546;2016-02-20T17:15:46Z;45,421561;10,95249;118,0;7,215211;0;0;No Data;No Data
1455988549;2016-02-20T17:15:49Z;45,421631;10,952445;118,0;7,223828;0;0;No Data;No Data
1455988552;2016-02-20T17:15:52Z;45,42171;10,952405;117,0;7,233162;0;0;No Data;No Data
1455988555;2016-02-20T17:15:55Z;45,42178;10,952365;117,0;7,241558;0;0;No Data;No Data
1455988559;2016-02-20T17:15:59Z;45,42186;10,95242;117,0;7,251447;0;0;No Data;No Data
1455988562;2016-02-20T17:16:02Z;45,421935;10,95248;119,0;7,261023;0;0;No Data;No Data
1455988569;2016-02-20T17:16:09Z;45,421991;10,952525;120,0;7,268246;0;0;No Data;No Data
1455988575;2016-02-20T17:16:15Z;45,422076;10,952561;120,0;7,278205;0;0;No Data;No Data
1455988578;2016-02-20T17:16:18Z;45,42215;10,95257;120,0;7,286473;0;0;No Data;No Data
1455988585;2016-02-20T17:16:25Z;45,422181;10,952565;118,0;7,290018;0;0;No Data;No Data
1455988589;2016-02-20T17:16:29Z;45,422225;10,952651;117,0;7,298376;0;0;No Data;No Data
1455988592;2016-02-20T17:16:32Z;45,42229;10,95273;117,0;7,307888;0;0;No Data;No Data
1455988595;2016-02-20T17:16:35Z;45,422376;10,95279;117,0;7,318615;0;0;No Data;No Data
1455988598;2016-02-20T17:16:38Z;45,422445;10,95286;117,0;7,328045;0;0;No Data;No Data
1455988601;2016-02-20T17:16:41Z;45,42248;10,952966;116,0;7,337246;0;0;No Data;No Data
1455988604;2016-02-20T17:16:44Z;45,422516;10,953075;116,0;7,346691;0;0;No Data;No Data
1455988611;2016-02-20T17:16:51Z;45,422545;10,953125;117,0;7,351759;0;0;No Data;No Data
1455988618;2016-02-20T17:16:58Z;45,422555;10,953145;117,0;7,353677;0;0;No Data;No Data
1455988624;2016-02-20T17:17:04Z;45,4226;10,953225;116,0;7,361688;0;0;No Data;No Data
1455988630;2016-02-20T17:17:10Z;45,422695;10,953225;117,0;7,372265;0;0;No Data;No Data
1455988633;2016-02-20T17:17:13Z;45,42277;10,953138;117,0;7,383015;0;0;No Data;No Data
1455988635;2016-02-20T17:17:15Z;45,422825;10,953071;117,0;7,391038;0;0;No Data;No Data
1455988637;2016-02-20T17:17:17Z;45,422885;10,953006;117,0;7,399398;0;0;No Data;No Data
1455988640;2016-02-20T17:17:20Z;45,42295;10,952915;117,0;7,409543;0;0;No Data;No Data
1455988643;2016-02-20T17:17:23Z;45,42301;10,95283;116,0;7,418963;0;0;No Data;No Data
1455988646;2016-02-20T17:17:26Z;45,42306;10,95274;119,0;7,427932;0;0;No Data;No Data
1455988650;2016-02-20T17:17:30Z;45,423125;10,95266;120,0;7,437494;0;0;No Data;No Data
1455988653;2016-02-20T17:17:33Z;45,4232;10,952705;118,0;7,446554;0;0;No Data;No Data
1455988656;2016-02-20T17:17:36Z;45,42328;10,952765;117,0;7,456619;0;0;No Data;No Data
1455988659;2016-02-20T17:17:39Z;45,423355;10,952835;117,0;7,466601;0;0;No Data;No Data
1455988662;2016-02-20T17:17:42Z;45,423423;10,952895;116,0;7,475538;0;0;No Data;No Data
1455988665;2016-02-20T17:17:45Z;45,423505;10,95293;116,0;7,485068;0;0;No Data;No Data
1455988668;2016-02-20T17:17:48Z;45,423585;10,952975;116,0;7,494644;0;0;No Data;No Data
1455988672;2016-02-20T17:17:52Z;45,42366;10,953025;117,0;7,503862;0;0;No Data;No Data
1455988676;2016-02-20T17:17:56Z;45,42373;10,953096;116,0;7,513459;0;0;No Data;No Data
1455988679;2016-02-20T17:17:59Z;45,423796;10,95315;114,0;7,521997;0;0;No Data;No Data
1455988682;2016-02-20T17:18:02Z;45,423858;10,953205;115,0;7,530159;0;0;No Data;No Data
1455988685;2016-02-20T17:18:05Z;45,423925;10,953251;117,0;7,538462;0;0;No Data;No Data
1455988688;2016-02-20T17:18:08Z;45,423985;10,953306;117,0;7,546434;0;0;No Data;No Data
1455988692;2016-02-20T17:18:12Z;45,42407;10,953365;117,0;7,55696;0;0;No Data;No Data
1455988695;2016-02-20T17:18:15Z;45,42414;10,953405;118,0;7,565356;0;0;No Data;No Data
1455988698;2016-02-20T17:18:18Z;45,424205;10,953455;118,0;7,573579;0;0;No Data;No Data
1455988705;2016-02-20T17:18:25Z;45,42426;10,95345;119,0;7,579714;0;0;No Data;No Data
1455988712;2016-02-20T17:18:32Z;45,42428;10,953525;118,0;7,585983;0;0;No Data;No Data
1455988715;2016-02-20T17:18:35Z;45,424281;10,95365;119,0;7,595752;0;0;No Data;No Data
1455988717;2016-02-20T17:18:37Z;45,42428;10,953755;118,0;7,603957;0;0;No Data;No Data
1455988720;2016-02-20T17:18:40Z;45,424295;10,953875;120,0;7,613481;0;0;No Data;No Data
1455988723;2016-02-20T17:18:43Z;45,424335;10,953965;120,0;7,621805;0;0;No Data;No Data
1455988730;2016-02-20T17:18:50Z;45,424365;10,95401;120,0;7,626655;0;0;No Data;No Data
1455988736;2016-02-20T17:18:56Z;45,42441;10,95411;119,0;7,635937;0;0;No Data;No Data
1455988740;2016-02-20T17:19:00Z;45,42446;10,954191;119,0;7,644404;0;0;No Data;No Data
1455988743;2016-02-20T17:19:03Z;45,42452;10,954295;120,0;7,654923;0;0;No Data;No Data
1455988745;2016-02-20T17:19:05Z;45,42457;10,9544;120,0;7,664837;0;0;No Data;No Data
1455988748;2016-02-20T17:19:08Z;45,424625;10,954525;121,0;7,676365;0;0;No Data;No Data
1455988751;2016-02-20T17:19:11Z;45,42466;10,954645;120,0;7,686518;0;0;No Data;No Data
1455988754;2016-02-20T17:19:14Z;45,424711;10,954753;120,0;7,696752;0;0;No Data;No Data
1455988757;2016-02-20T17:19:17Z;45,42475;10,954865;119,0;7,706521;0;0;No Data;No Data
1455988760;2016-02-20T17:19:20Z;45,424781;10,954975;119,0;7,715811;0;0;No Data;No Data
1455988763;2016-02-20T17:19:23Z;45,424806;10,955085;119,0;7,724869;0;0;No Data;No Data